species,site,leaf_age,herbivory_type,side,habitat,individual,herbivory_percentage_median,herbivory_percentage_mean
GRE_FLA,T9,young,chew_perc,up,Thicket,3,3.564322514,13.001730487
GRE_FLA,T9,young,chew_perc,up,Thicket,4,0.16192853000000001,3.1325417055714286
GYM_BUX,S1,old,sap_min_perc,low,Savanna,1,0,0
GYM_BUX,S1,old,sap_min_perc,low,Savanna,2,0.056377731,0.1995888602
GYM_BUX,S1,old,sap_min_perc,up,Savanna,1,0,0
GYM_BUX,S1,old,sap_min_perc,up,Savanna,2,0.475319787,2.8253004823000003
GYM_BUX,S1,old,sap_min_perc,up,Savanna,3,0.1498897395,3.2920618530000003
GYM_BUX,S1,old,chew_perc,low,Savanna,1,0.0289493095,0.0360886475
GYM_BUX,S1,old,chew_perc,low,Savanna,2,0.017689722,0.0644149854
GYM_BUX,S1,old,chew_perc,up,Savanna,1,0.030864198,1.4807793142307693
GYM_BUX,S1,old,chew_perc,up,Savanna,2,0.020389588,1.2248654858999999
GYM_BUX,S1,old,chew_perc,up,Savanna,3,0.0348310775,7.859254286266666
GYM_BUX,S1,young,sap_min_perc,up,Savanna,1,0,0
GYM_BUX,S1,young,chew_perc,up,Savanna,1,0.04411116,0.2632760454
GYM_BUX,S13,old,sap_min_perc,low,Savanna,2,0,0
GYM_BUX,S13,old,sap_min_perc,up,Savanna,1,0.047423332,1.2712830781851852
GYM_BUX,S13,old,sap_min_perc,up,Savanna,2,0.0683527,0.10845559187096775
GYM_BUX,S13,old,chew_perc,low,Savanna,2,0.0503198095,0.32920549675
GYM_BUX,S13,old,chew_perc,up,Savanna,1,0.023523877,0.6382428177037037
GYM_BUX,S13,old,chew_perc,up,Savanna,2,0.034376074,0.03558842935483871
GYM_BUX,S13,young,sap_min_perc,up,Savanna,1,0.0849119525,0.255495221
GYM_BUX,S13,young,sap_min_perc,up,Savanna,2,0,0
GYM_BUX,S13,young,chew_perc,up,Savanna,1,0.036572732499999996,0.1045632669
GYM_BUX,S13,young,chew_perc,up,Savanna,2,0.039065781499999994,0.275576107
GYM_BUX,S19,old,sap_min_perc,low,Savanna,1,0.358271865,2.0200732463333333
GYM_BUX,S19,old,sap_min_perc,low,Savanna,3,1.854416172,8.537702288666667
GYM_BUX,S19,old,sap_min_perc,up,Savanna,1,0.7229674095,2.6018460988750003
GYM_BUX,S19,old,sap_min_perc,up,Savanna,2,0.31358885,3.4710291675142857
GYM_BUX,S19,old,sap_min_perc,up,Savanna,3,0.033755274,0.5462420299999999
GYM_BUX,S19,old,chew_perc,low,Savanna,1,0.011330161,0.7313023633333333
GYM_BUX,S19,old,chew_perc,low,Savanna,3,11.5502781085,13.44727449
GYM_BUX,S19,old,chew_perc,up,Savanna,1,0.037361345000000004,1.2083318407499999
GYM_BUX,S19,old,chew_perc,up,Savanna,2,0.053390283,9.779890101971429
GYM_BUX,S19,old,chew_perc,up,Savanna,3,0.033990483,4.307644432285715
GYM_BUX,S19,young,sap_min_perc,up,Savanna,1,0,0.20437847
GYM_BUX,S19,young,sap_min_perc,up,Savanna,2,0,0
GYM_BUX,S19,young,sap_min_perc,up,Savanna,3,0.026899798,0.10222430746153846
GYM_BUX,S19,young,chew_perc,up,Savanna,1,0.026288118,4.676090173230769
GYM_BUX,S19,young,chew_perc,up,Savanna,2,0.0114337985,0.47795867475000003
GYM_BUX,S19,young,chew_perc,up,Savanna,3,0.014524328,0.028595991769230767
GYM_BUX,S20,old,sap_min_perc,low,Savanna,1,0,0.0168071308
GYM_BUX,S20,old,sap_min_perc,up,Savanna,1,0.0922220915,0.375944902625
GYM_BUX,S20,old,chew_perc,low,Savanna,1,0.00686436,0.0226665552
GYM_BUX,S20,old,chew_perc,up,Savanna,1,2.690177765,4.3620085935
GYM_BUX,S20,young,sap_min_perc,up,Savanna,1,0.00998004,0.024064261
GYM_BUX,S20,young,chew_perc,up,Savanna,1,0.056375866999999996,0.17723979366666667
GYM_BUX,S24,old,sap_min_perc,up,Savanna,1,0.968992248,4.659007857545454
GYM_BUX,S24,old,chew_perc,up,Savanna,1,7.064874132,14.187489821454546
GYM_BUX,S24,young,sap_min_perc,up,Savanna,1,1.501120472,5.6036268559375
GYM_BUX,S24,young,chew_perc,up,Savanna,1,2.4923463655,7.0330864075625
GYM_BUX,S27,old,sap_min_perc,low,Savanna,1,0.2245446635,0.5929530476666667
GYM_BUX,S27,old,sap_min_perc,up,Savanna,1,0.014044944,0.24166096336363754
GYM_BUX,S27,old,sap_min_perc,up,Savanna,2,0.034155312,0.09950948271428571
GYM_BUX,S27,old,sap_min_perc,up,Savanna,3,0.033109842,0.09347842761538462
GYM_BUX,S27,old,chew_perc,low,Savanna,1,0.165003436,0.9303709523333333
GYM_BUX,S27,old,chew_perc,up,Savanna,1,0.010019036,1.7773352085454546
GYM_BUX,S27,old,chew_perc,up,Savanna,2,0.0827292185,0.10941122078571429
GYM_BUX,S27,old,chew_perc,up,Savanna,3,0.08200082,0.43620529461538465
GYM_BUX,S27,young,sap_min_perc,up,Savanna,1,0,0.00311623560000446
GYM_BUX,S27,young,sap_min_perc,up,Savanna,2,0.03407155,0.05208798744444444
GYM_BUX,S27,young,sap_min_perc,up,Savanna,3,0.514933059,0.7748078061428572
GYM_BUX,S27,young,chew_perc,up,Savanna,1,1.329608939,11.7381732804
GYM_BUX,S27,young,chew_perc,up,Savanna,2,0.082355363,0.09484531211111111
GYM_BUX,S27,young,chew_perc,up,Savanna,3,0.035784577,0.7304904855714286
GYM_BUX,S4,old,sap_min_perc,low,Savanna,1,0.128463154,3.9096295855
GYM_BUX,S4,old,sap_min_perc,low,Savanna,2,0.012939959,0.2214033322
GYM_BUX,S4,old,sap_min_perc,low,Savanna,3,0.00799872000000975,0.08099971200000537
GYM_BUX,S4,old,sap_min_perc,up,Savanna,1,0.2192438895,0.33308815925
GYM_BUX,S4,old,sap_min_perc,up,Savanna,2,0,0.21503293791304437
GYM_BUX,S4,old,sap_min_perc,up,Savanna,3,0,0.25049374657143003
GYM_BUX,S4,old,chew_perc,low,Savanna,1,0.020269753,3.854076653666667
GYM_BUX,S4,old,chew_perc,low,Savanna,2,0.025879917,0.0207348212
GYM_BUX,S4,old,chew_perc,low,Savanna,3,0.026967164000000002,0.8462070223333333
GYM_BUX,S4,old,chew_perc,up,Savanna,1,0.18043215850000002,0.94213942325
GYM_BUX,S4,old,chew_perc,up,Savanna,2,0.023646252,2.2844427179565217
GYM_BUX,S4,old,chew_perc,up,Savanna,3,0.022094565,0.5845815688095238
GYM_BUX,S4,young,sap_min_perc,up,Savanna,1,0.013766520000007101,5.165416478500002
GYM_BUX,S4,young,sap_min_perc,up,Savanna,2,0.0065223065,0.06786777100000001
GYM_BUX,S4,young,sap_min_perc,up,Savanna,3,0,0.14782060392307692
GYM_BUX,S4,young,chew_perc,up,Savanna,1,0.0585600985,5.372794868833333
GYM_BUX,S4,young,chew_perc,up,Savanna,2,0.0056369785,0.014406310375
GYM_BUX,S4,young,chew_perc,up,Savanna,3,0.014407146,0.7639340644615384
GYM_BUX,S46,old,sap_min_perc,up,Savanna,1,0.0198158165,0.1739929568181818
GYM_BUX,S46,old,sap_min_perc,up,Savanna,2,0,0.06931245486666666
GYM_BUX,S46,old,sap_min_perc,up,Savanna,3,0,0.16016903036666666
GYM_BUX,S46,old,chew_perc,up,Savanna,1,0.0374449365,0.31612483368181815
GYM_BUX,S46,old,chew_perc,up,Savanna,2,1.110783446,2.0740099152
GYM_BUX,S46,old,chew_perc,up,Savanna,3,0.1333771225,1.0481130486666668
GYM_BUX,S46,young,sap_min_perc,up,Savanna,1,0,0.11306208285714286
GYM_BUX,S46,young,sap_min_perc,up,Savanna,2,0,0.07357268983333333
GYM_BUX,S46,young,sap_min_perc,up,Savanna,3,0,0.0882872278
GYM_BUX,S46,young,chew_perc,up,Savanna,1,0,1.8723596679999999
GYM_BUX,S46,young,chew_perc,up,Savanna,2,1.679549717,3.4807492858333333
GYM_BUX,S46,young,chew_perc,up,Savanna,3,0.811044003,3.6672880568
GYM_BUX,S49,old,sap_min_perc,low,Savanna,1,0.195503421,0.543928998
GYM_BUX,S49,old,sap_min_perc,up,Savanna,1,0.028457598,0.14655049711764706
GYM_BUX,S49,old,chew_perc,low,Savanna,1,0.41963911,2.009541129478261
GYM_BUX,S49,old,chew_perc,up,Savanna,1,0.379146919,4.6818325391176465
GYM_BUX,S5,old,sap_min_perc,low,Savanna,1,0.845308538,1.627120747
GYM_BUX,S5,old,sap_min_perc,low,Savanna,2,3.3320995140000003,3.20236912025
GYM_BUX,S5,old,sap_min_perc,low,Savanna,3,0.035603416,0.043755510250000004
GYM_BUX,S5,old,sap_min_perc,up,Savanna,1,0.101010101,0.24963241
GYM_BUX,S5,old,sap_min_perc,up,Savanna,2,0.2306946705,0.581489971875
GYM_BUX,S5,old,sap_min_perc,up,Savanna,3,0.057770075,0.177457895
GYM_BUX,S5,old,chew_perc,low,Savanna,1,26.01802922,20.0021980766
GYM_BUX,S5,old,chew_perc,low,Savanna,2,28.846473855,25.001733192499998
GYM_BUX,S5,old,chew_perc,low,Savanna,3,2.2114457345,3.717893293
GYM_BUX,S5,old,chew_perc,up,Savanna,1,1.487357462,4.899029273571428
GYM_BUX,S5,old,chew_perc,up,Savanna,2,0.700531472,4.863128865208333
GYM_BUX,S5,old,chew_perc,up,Savanna,3,7.741190064,8.404749204666667
GYM_BUX,S5,young,sap_min_perc,up,Savanna,1,0.08890198299999999,0.196747488875
GYM_BUX,S5,young,sap_min_perc,up,Savanna,2,0.231053604,0.2184874868888889
GYM_BUX,S5,young,sap_min_perc,up,Savanna,3,0.07041193600000001,0.20971552116666667
GYM_BUX,S5,young,chew_perc,up,Savanna,1,0.1034288015,5.79408695775
GYM_BUX,S5,young,chew_perc,up,Savanna,2,1.871176682,7.698061744333334
GYM_BUX,S5,young,chew_perc,up,Savanna,3,0.6567928940000001,7.031604726333334
GYM_BUX,S50,old,sap_min_perc,up,Savanna,1,0.125881168,0.559371663
GYM_BUX,S50,old,sap_min_perc,up,Savanna,2,0,0.11628594313636365
GYM_BUX,S50,old,chew_perc,up,Savanna,1,0.205831904,2.3484360131612902
GYM_BUX,S50,old,chew_perc,up,Savanna,2,0.349826073,3.2039123475909093
GYM_BUX,S50,young,sap_min_perc,up,Savanna,1,0,0.012088974875
GYM_BUX,S50,young,sap_min_perc,up,Savanna,2,0,0.010718113599999999
GYM_BUX,S50,young,chew_perc,up,Savanna,1,0.0310173695,0.122014593375
GYM_BUX,S50,young,chew_perc,up,Savanna,2,0.0476872855,2.4402903786
GYM_BUX,S55,old,sap_min_perc,low,Savanna,2,0.225677031,1.1676203681428572
GYM_BUX,S55,old,sap_min_perc,up,Savanna,1,0.044385264,5.434683137741935
GYM_BUX,S55,old,sap_min_perc,up,Savanna,2,0.8554460165,1.814561319125
GYM_BUX,S55,old,sap_min_perc,up,Savanna,3,0,1.4864403155135135
GYM_BUX,S55,old,chew_perc,low,Savanna,2,0.434610826,1.2420674931428572
GYM_BUX,S55,old,chew_perc,up,Savanna,1,0.078534031,5.468439022258065
GYM_BUX,S55,old,chew_perc,up,Savanna,2,0.507899772,1.7875032984375
GYM_BUX,S55,old,chew_perc,up,Savanna,3,0.034013605,1.4951117485945946
GYM_BUX,S55,young,sap_min_perc,up,Savanna,2,2.039168181,3.557336925777778
GYM_BUX,S55,young,chew_perc,up,Savanna,2,1.692011137,3.1421297095555554
GYM_BUX,S58,old,sap_min_perc,low,Savanna,1,0,0.011392116666666667
GYM_BUX,S58,old,sap_min_perc,low,Savanna,3,0,1.324145286
GYM_BUX,S58,old,sap_min_perc,up,Savanna,1,0,0.9403663915
GYM_BUX,S58,old,sap_min_perc,up,Savanna,2,0.082262213,3.5915532939615384
GYM_BUX,S58,old,sap_min_perc,up,Savanna,3,0.954653938,2.341996978
GYM_BUX,S58,old,chew_perc,low,Savanna,1,0.03417635,0.3604568166666667
GYM_BUX,S58,old,chew_perc,low,Savanna,3,0.029832936,1.3692464742857142
GYM_BUX,S58,old,chew_perc,up,Savanna,1,0.0401324815,0.8739435091000001
GYM_BUX,S58,old,chew_perc,up,Savanna,2,0.07442936850000001,4.8429946476153845
GYM_BUX,S58,old,chew_perc,up,Savanna,3,0.078577743,2.0719576293846154
GYM_BUX,S58,young,sap_min_perc,up,Savanna,1,0.011491611,0.023159978
GYM_BUX,S58,young,sap_min_perc,up,Savanna,3,2.5936351215,3.2537323430000002
GYM_BUX,S58,young,chew_perc,up,Savanna,1,0.0393645635,0.0732777045
GYM_BUX,S58,young,chew_perc,up,Savanna,3,2.5497643979999998,3.2001439758333334
GYM_BUX,T9,old,sap_min_perc,low,Thicket,1,0.066330592,0.07814623977777778
GYM_BUX,T9,old,sap_min_perc,up,Thicket,1,0.11040623,0.41312149460714287
GYM_BUX,T9,old,chew_perc,low,Thicket,1,0.576503584,2.1964119278888887
GYM_BUX,T9,old,chew_perc,up,Thicket,1,0.103870838,11.671068513964286
GYM_BUX,T9,young,sap_min_perc,up,Thicket,1,0.30772439399999996,0.3773812035
GYM_BUX,T9,young,chew_perc,up,Thicket,1,18.21188915,22.2344026815
GYM_HAR,F2,old,sap_min_perc,low,Forest,1,0.1816362825,0.36717326683333334
GYM_HAR,F2,old,sap_min_perc,up,Forest,1,0.086255229,0.25852755
GYM_HAR,F2,old,chew_perc,low,Forest,1,0.021580343000000002,2.8064365066666666
GYM_HAR,F2,old,chew_perc,up,Forest,1,0.037869225,1.1662200546363637
GYM_HAR,F2,young,sap_min_perc,up,Forest,1,0,0
GYM_HAR,F2,young,chew_perc,up,Forest,1,0.0717358005,0.0718011379
GYM_HAR,F3,old,sap_min_perc,low,Forest,1,0,0
GYM_HAR,F3,old,sap_min_perc,low,Forest,2,0.0144655,0.0208213606
GYM_HAR,F3,old,sap_min_perc,up,Forest,1,0,0
GYM_HAR,F3,old,sap_min_perc,up,Forest,2,0.065847234,0.26222631113043476
GYM_HAR,F3,old,chew_perc,low,Forest,1,0.647490972,3.0937656038
GYM_HAR,F3,old,chew_perc,low,Forest,2,0.67987849,1.0985204123999999
GYM_HAR,F3,old,chew_perc,up,Forest,1,0.7971297745,3.5152230038333334
GYM_HAR,F3,old,chew_perc,up,Forest,2,2.491220369,8.64235142426087
GYM_HAR,F3,young,sap_min_perc,up,Forest,1,0,0
GYM_HAR,F3,young,chew_perc,up,Forest,1,9.491059147,19.938505703941175
GYM_HAR,F4,old,sap_min_perc,low,Forest,1,1.48e-14,1.7747375534545469
GYM_HAR,F4,old,sap_min_perc,low,Forest,2,0.229707396,0.5087103668999999
GYM_HAR,F4,old,sap_min_perc,up,Forest,1,0.015213753,0.33005145972727273
GYM_HAR,F4,old,sap_min_perc,up,Forest,2,0.5350938915,0.652830779375
GYM_HAR,F4,old,chew_perc,low,Forest,1,0.017304032,0.07520989536363637
GYM_HAR,F4,old,chew_perc,low,Forest,2,7.567869125,9.2369089689
GYM_HAR,F4,old,chew_perc,up,Forest,1,0.026198585,1.7934494645454544
GYM_HAR,F4,old,chew_perc,up,Forest,2,5.0142943185,7.90970763975
GYM_HAR,F4,young,sap_min_perc,up,Forest,1,3.7561073485,3.56313654725
GYM_HAR,F4,young,chew_perc,up,Forest,1,1.240646199,1.3162607124999999
GYM_HAR,F5,old,sap_min_perc,low,Forest,1,0,0
GYM_HAR,F5,old,sap_min_perc,low,Forest,2,0,0
GYM_HAR,F5,old,sap_min_perc,low,Forest,3,0,0
GYM_HAR,F5,old,sap_min_perc,up,Forest,1,0,0
GYM_HAR,F5,old,sap_min_perc,up,Forest,2,0,0
GYM_HAR,F5,old,sap_min_perc,up,Forest,3,0,0
GYM_HAR,F5,old,chew_perc,low,Forest,1,2.4000978379999998,10.3901840907
GYM_HAR,F5,old,chew_perc,low,Forest,2,1.867123075,10.920055989307691
GYM_HAR,F5,old,chew_perc,low,Forest,3,4.2169001405,10.455722387
GYM_HAR,F5,old,chew_perc,up,Forest,1,9.6907721595,15.758982252700001
GYM_HAR,F5,old,chew_perc,up,Forest,2,4.454492977,15.916479779727274
GYM_HAR,F5,old,chew_perc,up,Forest,3,2.403725145,10.273750363545455
GYM_HAR,F6,old,sap_min_perc,low,Forest,1,0,0
GYM_HAR,F6,old,sap_min_perc,low,Forest,2,0,0
GYM_HAR,F6,old,sap_min_perc,up,Forest,1,0,0
GYM_HAR,F6,old,sap_min_perc,up,Forest,2,0,0
GYM_HAR,F6,old,chew_perc,low,Forest,1,0.577800304,5.28025451
GYM_HAR,F6,old,chew_perc,low,Forest,2,2.4692459414999997,5.724680674166667
GYM_HAR,F6,old,chew_perc,up,Forest,1,8.46046013,11.487511938933334
GYM_HAR,F6,old,chew_perc,up,Forest,2,5.6398651085000004,5.8412934627
GYM_HAR,F6,young,sap_min_perc,up,Forest,1,0,0
GYM_HAR,F6,young,sap_min_perc,up,Forest,2,0,0
GYM_HAR,F6,young,chew_perc,up,Forest,1,3.718269575,5.434114603
GYM_HAR,F6,young,chew_perc,up,Forest,2,21.31589871,34.18469810914286
GYM_HAR,F7,old,sap_min_perc,low,Forest,1,0.988739357,7.835157012692307
GYM_HAR,F7,old,sap_min_perc,low,Forest,2,2.650126868,6.695466778769231
GYM_HAR,F7,old,sap_min_perc,low,Forest,3,0,0
GYM_HAR,F7,old,sap_min_perc,up,Forest,1,0.250447227,6.46262456636
GYM_HAR,F7,old,sap_min_perc,up,Forest,2,2.4206534619999998,5.7607194199375
GYM_HAR,F7,old,sap_min_perc,up,Forest,3,0,0
GYM_HAR,F7,old,chew_perc,low,Forest,1,0.03029385,7.6932089359999996
GYM_HAR,F7,old,chew_perc,low,Forest,2,1.889866406,9.631094626307693
GYM_HAR,F7,old,chew_perc,low,Forest,3,0.0410027565,3.3893105194166666
GYM_HAR,F7,old,chew_perc,up,Forest,1,0.085543199,8.33370505904
GYM_HAR,F7,old,chew_perc,up,Forest,2,0.621687279,4.9743077344375
GYM_HAR,F7,old,chew_perc,up,Forest,3,0,1.1418358366086956
GYM_HAR,F7,young,sap_min_perc,up,Forest,1,0,0
GYM_HAR,F7,young,sap_min_perc,up,Forest,2,0,0
GYM_HAR,F7,young,sap_min_perc,up,Forest,3,0,0
GYM_HAR,F7,young,chew_perc,up,Forest,1,0,4.470586052833333
GYM_HAR,F7,young,chew_perc,up,Forest,2,3.580246914,4.256329545333333
GYM_HAR,F7,young,chew_perc,up,Forest,3,0.100806452,1.0092238625714287
GYM_HAR,S20,old,sap_min_perc,low,Savanna,1,0,0.268527717
GYM_HAR,S20,old,sap_min_perc,up,Savanna,1,0.025562382,2.3105194705
GYM_HAR,S20,old,chew_perc,low,Savanna,1,0,0
GYM_HAR,S20,old,chew_perc,up,Savanna,1,0.0530356065,2.7446578745625003
GYM_HAR,S20,young,sap_min_perc,up,Savanna,1,0.09487666,3.499102013923077
GYM_HAR,S20,young,chew_perc,up,Savanna,1,0.063979527,2.568965509923077
GYM_HAR,S30,old,sap_min_perc,up,Savanna,1,0.041904404,2.199665961500001
GYM_HAR,S30,old,sap_min_perc,up,Savanna,2,2.11e-14,0.9376614941142871
GYM_HAR,S30,old,sap_min_perc,up,Savanna,3,1.818176273,6.3391901475
GYM_HAR,S30,old,chew_perc,up,Savanna,1,0.0555808785,2.818816127529412
GYM_HAR,S30,old,chew_perc,up,Savanna,2,0.074626866,2.0663750091999997
GYM_HAR,S30,old,chew_perc,up,Savanna,3,26.714836384999998,27.39098893385714
GYM_HAR,S30,young,sap_min_perc,up,Savanna,3,0.069013112,0.0595367714
GYM_HAR,S30,young,chew_perc,up,Savanna,3,0.047258979,0.18799718153333334
GYM_HAR,S52,old,sap_min_perc,low,Savanna,1,0,0
GYM_HAR,S52,old,sap_min_perc,low,Savanna,2,0,0
GYM_HAR,S52,old,sap_min_perc,up,Savanna,1,0,0
GYM_HAR,S52,old,sap_min_perc,up,Savanna,2,0,0
GYM_HAR,S52,old,chew_perc,low,Savanna,1,0,0
GYM_HAR,S52,old,chew_perc,low,Savanna,2,0,0.6997540263636364
GYM_HAR,S52,old,chew_perc,up,Savanna,1,0,2.15580150875
GYM_HAR,S52,old,chew_perc,up,Savanna,2,0.075520534,3.412928796333333
GYM_HAR,S52,young,sap_min_perc,up,Savanna,1,0,0
GYM_HAR,S52,young,sap_min_perc,up,Savanna,2,0,0
GYM_HAR,S52,young,chew_perc,up,Savanna,1,0.151617676,3.1975539251
GYM_HAR,S52,young,chew_perc,up,Savanna,2,32.79182142,32.79182142
GYM_HAR,S53,old,sap_min_perc,low,Savanna,1,0,0.04018302408333333
GYM_HAR,S53,old,sap_min_perc,low,Savanna,3,0.5307489910000001,2.642222070875
GYM_HAR,S53,old,sap_min_perc,up,Savanna,1,0.053518865,0.9758124237058824
GYM_HAR,S53,old,sap_min_perc,up,Savanna,2,0,0.16032395924324325
GYM_HAR,S53,old,sap_min_perc,up,Savanna,3,0.111648679,1.54897392236
GYM_HAR,S53,old,chew_perc,low,Savanna,1,0,0.04270578416666667
GYM_HAR,S53,old,chew_perc,low,Savanna,3,0.13561102149999998,2.462958599625
GYM_HAR,S53,old,chew_perc,up,Savanna,1,0.10188487,0.878021763
GYM_HAR,S53,old,chew_perc,up,Savanna,2,0.046168052,0.9297382032162163
GYM_HAR,S53,old,chew_perc,up,Savanna,3,0.050813008,1.67295369924
GYM_HAR,S53,young,sap_min_perc,up,Savanna,1,0.05192108,0.1469085589090909
GYM_HAR,S53,young,sap_min_perc,up,Savanna,3,0.163132137,0.8315230248000001
GYM_HAR,S53,young,chew_perc,up,Savanna,1,0.055463117,0.14309861036363636
GYM_HAR,S53,young,chew_perc,up,Savanna,3,0.186436728,0.934946572
GYM_HAR,S58,old,sap_min_perc,low,Savanna,1,0,0.8675721228333333
GYM_HAR,S58,old,sap_min_perc,low,Savanna,2,6.723052512500001,6.174336376833334
GYM_HAR,S58,old,sap_min_perc,up,Savanna,1,0.0971981355,1.0080673332272727
GYM_HAR,S58,old,sap_min_perc,up,Savanna,2,0.092421442,1.8070344916
GYM_HAR,S58,old,chew_perc,low,Savanna,1,0.016772895,0.7224757176666666
GYM_HAR,S58,old,chew_perc,low,Savanna,2,6.6168624375,6.309421191666667
GYM_HAR,S58,old,chew_perc,up,Savanna,1,0.1119092495,1.006368327
GYM_HAR,S58,old,chew_perc,up,Savanna,2,0.06035003,1.7041258954
GYM_HAR,S58,young,sap_min_perc,up,Savanna,1,0.06466598900000001,3.3966158495625
GYM_HAR,S58,young,sap_min_perc,up,Savanna,2,0.5694578715,1.6503740823
GYM_HAR,S58,young,chew_perc,up,Savanna,1,0.07622641799999999,3.3177402395625
GYM_HAR,S58,young,chew_perc,up,Savanna,2,0.516936863,1.408748766
GYM_HAR,T12,old,sap_min_perc,low,Thicket,1,0,0.0503481586
GYM_HAR,T12,old,sap_min_perc,low,Thicket,2,0,0
GYM_HAR,T12,old,sap_min_perc,low,Thicket,3,0,0
GYM_HAR,T12,old,sap_min_perc,up,Thicket,1,0,0.021040106913043477
GYM_HAR,T12,old,sap_min_perc,up,Thicket,2,0,0.09663325747058824
GYM_HAR,T12,old,sap_min_perc,up,Thicket,3,0.1352007225,0.13587972125
GYM_HAR,T12,old,chew_perc,low,Thicket,1,0.043541568,7.6574072112
GYM_HAR,T12,old,chew_perc,low,Thicket,2,0.1117994615,3.269623017
GYM_HAR,T12,old,chew_perc,low,Thicket,3,0.027322404,5.135000133285715
GYM_HAR,T12,old,chew_perc,up,Thicket,1,0.100140196,2.1032058613913045
GYM_HAR,T12,old,chew_perc,up,Thicket,2,0.027159153,2.486910298058824
GYM_HAR,T12,old,chew_perc,up,Thicket,3,0.1592143095,1.3281440254999999
GYM_HAR,T12,young,sap_min_perc,up,Thicket,1,0,0.07489224123076924
GYM_HAR,T12,young,sap_min_perc,up,Thicket,2,0,0.255931521375
GYM_HAR,T12,young,sap_min_perc,up,Thicket,3,0,0
GYM_HAR,T12,young,chew_perc,up,Thicket,1,0.086095566,3.8030469896153845
GYM_HAR,T12,young,chew_perc,up,Thicket,2,0.0298135765,3.8268738718333335
GYM_HAR,T12,young,chew_perc,up,Thicket,3,2.252811474,4.611871457346154
GYM_HAR,T13,old,sap_min_perc,up,Thicket,1,4.11509901,8.203935072878048
GYM_HAR,T13,old,sap_min_perc,up,Thicket,2,0.438191882,3.4369340253023255
GYM_HAR,T13,old,sap_min_perc,up,Thicket,3,0.804661487,4.219648909558139
GYM_HAR,T13,old,chew_perc,up,Thicket,1,2.259290541,6.356271206951219
GYM_HAR,T13,old,chew_perc,up,Thicket,2,0.178253119,4.1648945942093025
GYM_HAR,T13,old,chew_perc,up,Thicket,3,0.348634515,10.104426838
GYM_HAR,T17,old,sap_min_perc,low,Thicket,1,0,0
GYM_HAR,T17,old,sap_min_perc,low,Thicket,2,0,0.379047488863637
GYM_HAR,T17,old,sap_min_perc,up,Thicket,1,0,0
GYM_HAR,T17,old,sap_min_perc,up,Thicket,2,0,0.5193043440769242
GYM_HAR,T17,old,chew_perc,low,Thicket,1,0.536005593,3.143295770647059
GYM_HAR,T17,old,chew_perc,low,Thicket,2,10.25233626,13.656520566636363
GYM_HAR,T17,old,chew_perc,up,Thicket,1,0.379129807,0.7769541426666666
GYM_HAR,T17,old,chew_perc,up,Thicket,2,3.144338518,5.8064810602307695
GYM_HAR,T17,young,sap_min_perc,up,Thicket,1,0,0.6790773913333333
GYM_HAR,T17,young,chew_perc,up,Thicket,1,0,3.4372502
GYM_HAR,T22,old,sap_min_perc,low,Thicket,1,0,0
GYM_HAR,T22,old,sap_min_perc,low,Thicket,2,0,0
GYM_HAR,T22,old,sap_min_perc,low,Thicket,3,0,0
GYM_HAR,T22,old,sap_min_perc,up,Thicket,1,0,0
GYM_HAR,T22,old,sap_min_perc,up,Thicket,2,0,0
GYM_HAR,T22,old,sap_min_perc,up,Thicket,3,0,0
GYM_HAR,T22,old,chew_perc,low,Thicket,1,4.945831371,11.964140674666666
GYM_HAR,T22,old,chew_perc,low,Thicket,2,13.57455635,15.267093841727272
GYM_HAR,T22,old,chew_perc,low,Thicket,3,1.305683564,2.3440074525555556
GYM_HAR,T22,old,chew_perc,up,Thicket,1,8.469281499,13.126089203857143
GYM_HAR,T22,old,chew_perc,up,Thicket,2,3.19109462,13.480775053454545
GYM_HAR,T22,old,chew_perc,up,Thicket,3,8.2331089875,11.1224459729
GYM_HAR,T22,young,sap_min_perc,up,Thicket,2,0,0
GYM_HAR,T22,young,sap_min_perc,up,Thicket,3,0,0
GYM_HAR,T22,young,chew_perc,up,Thicket,2,0.015350288,0.6445268022499999
GYM_HAR,T22,young,chew_perc,up,Thicket,3,0.047961631,0.6596430476969697
GYM_HAR,T23,old,sap_min_perc,low,Thicket,1,0,0
GYM_HAR,T23,old,sap_min_perc,low,Thicket,2,0,0
GYM_HAR,T23,old,sap_min_perc,low,Thicket,3,0,0
GYM_HAR,T23,old,sap_min_perc,up,Thicket,1,0,0
GYM_HAR,T23,old,sap_min_perc,up,Thicket,2,0,0
GYM_HAR,T23,old,sap_min_perc,up,Thicket,3,0,0
GYM_HAR,T23,old,chew_perc,low,Thicket,1,5.459332373500001,5.040163073666667
GYM_HAR,T23,old,chew_perc,low,Thicket,2,0.588235294,1.2814928583636365
GYM_HAR,T23,old,chew_perc,low,Thicket,3,0,0.6948035002499999
GYM_HAR,T23,old,chew_perc,up,Thicket,1,0.074294205,1.9061681865074627
GYM_HAR,T23,old,chew_perc,up,Thicket,2,0.370174511,1.12848631932
GYM_HAR,T23,old,chew_perc,up,Thicket,3,0.280857354,3.9161823790000003
GYM_HAR,T23,young,sap_min_perc,up,Thicket,2,0,0
GYM_HAR,T23,young,sap_min_perc,up,Thicket,3,0,0
GYM_HAR,T23,young,chew_perc,up,Thicket,2,0.07261314599999999,1.4772398038571428
