species,site,herbivory_type,habitat,individual,mean_herbivory,mean_leaf_area,herbivory_standardized
ACA_NIL,T9,chew_herbivory,Thicket,2,0.005294117647058823,0.6100490196078432,0.8678184009642426
ACA_NIL,T9,chew_herbivory,Thicket,3,0.01767142857142857,0.5761428571428572,3.067195636002975
ACA_ROB,F7,sap_miner_herbivory,Forest,1,0,0.08158823529411764,0
ACA_ROB,F7,sap_miner_herbivory,Forest,2,3.5e-4,0.0712,0.49157303370786515
ACA_ROB,F7,chew_herbivory,Forest,1,1.7647058823529413e-4,0.08158823529411764,0.21629416005767846
ACA_ROB,F7,chew_herbivory,Forest,2,0,0.0712,0
ACA_ROB,S13,sap_miner_herbivory,Savanna,1,0,0.08838888888888889,0
ACA_ROB,S13,sap_miner_herbivory,Savanna,2,0,0.06235,0
ACA_ROB,S13,chew_herbivory,Savanna,1,0.0035555555555555557,0.08838888888888889,4.022627278441232
ACA_ROB,S13,chew_herbivory,Savanna,2,3.5e-4,0.06235,0.5613472333600642
ACA_ROB,S20,sap_miner_herbivory,Savanna,1,0,0.13901639344262295,0
ACA_ROB,S20,sap_miner_herbivory,Savanna,2,0,0.16646,0
ACA_ROB,S20,chew_herbivory,Savanna,1,0.005278688524590164,0.13901639344262295,3.797169811320755
ACA_ROB,S20,chew_herbivory,Savanna,2,0,0.16646,0
ACA_ROB,S21,sap_miner_herbivory,Savanna,1,0,0.18879166666666666,0
ACA_ROB,S21,sap_miner_herbivory,Savanna,2,0,0.1276078431372549,0
ACA_ROB,S21,chew_herbivory,Savanna,1,6.25e-5,0.18879166666666666,0.03310527477378062
ACA_ROB,S21,chew_herbivory,Savanna,2,2.1568627450980392e-4,0.1276078431372549,0.16902274124154887
ACA_ROB,S52,sap_miner_herbivory,Savanna,1,0,0.11750724637681159,0
ACA_ROB,S52,sap_miner_herbivory,Savanna,2,0,0.2285,0
ACA_ROB,S52,sap_miner_herbivory,Savanna,3,0,0.172375,0
ACA_ROB,S52,chew_herbivory,Savanna,1,0.005652173913043478,0.11750724637681159,4.8100641341884565
ACA_ROB,S52,chew_herbivory,Savanna,2,0.011152173913043479,0.2285,4.880601274854914
ACA_ROB,S52,chew_herbivory,Savanna,3,0.008425,0.172375,4.887599709934736
ACA_ROB,S53,sap_miner_herbivory,Savanna,1,3.6363636363636367e-4,0.07727272727272727,0.47058823529411775
ACA_ROB,S53,sap_miner_herbivory,Savanna,2,7.333333333333333e-4,0.0546,1.343101343101343
ACA_ROB,S53,sap_miner_herbivory,Savanna,3,5.625000000000001e-4,0.0740625,0.759493670886076
ACA_ROB,S53,chew_herbivory,Savanna,1,3.6363636363636367e-4,0.07727272727272727,0.47058823529411775
ACA_ROB,S53,chew_herbivory,Savanna,2,2e-4,0.0546,0.36630036630036633
ACA_ROB,S53,chew_herbivory,Savanna,3,6.25e-5,0.0740625,0.08438818565400844
ACA_ROB,T23,sap_miner_herbivory,Thicket,1,3.076923076923077e-4,0.08269230769230769,0.37209302325581395
ACA_ROB,T23,sap_miner_herbivory,Thicket,2,5.882352941176471e-5,0.0568235294117647,0.10351966873706005
ACA_ROB,T23,sap_miner_herbivory,Thicket,3,3.333333333333333e-4,0.04633333333333333,0.7194244604316546
ACA_ROB,T23,chew_herbivory,Thicket,1,8.461538461538461e-4,0.08269230769230769,1.0232558139534882
ACA_ROB,T23,chew_herbivory,Thicket,2,5.882352941176471e-5,0.0568235294117647,0.10351966873706005
ACA_ROB,T23,chew_herbivory,Thicket,3,0.0014166666666666668,0.04633333333333333,3.057553956834533
ACA_ROB,T24,sap_miner_herbivory,Thicket,1,0.00115,0.0623,1.8459069020866774
ACA_ROB,T24,sap_miner_herbivory,Thicket,2,3.5e-4,0.06995,0.5003573981415297
ACA_ROB,T24,sap_miner_herbivory,Thicket,3,2.4e-4,0.20628,0.11634671320535196
ACA_ROB,T24,chew_herbivory,Thicket,1,1e-4,0.0623,0.16051364365971107
ACA_ROB,T24,chew_herbivory,Thicket,2,6.5e-4,0.06995,0.9292351679771265
ACA_ROB,T24,chew_herbivory,Thicket,3,6e-4,0.20628,0.29086678301337987
BER_LUC,F2,sap_miner_herbivory,Forest,1,0,16.163588235294117,0
BER_LUC,F2,sap_miner_herbivory,Forest,2,0,15.635684210526316,0
BER_LUC,F2,sap_miner_herbivory,Forest,3,0,16.832266666666666,0
BER_LUC,F2,chew_herbivory,Forest,1,1.4145882352941177,16.163588235294117,8.751696805819908
BER_LUC,F2,chew_herbivory,Forest,2,1.6016842105263158,15.635684210526316,10.243774362288692
BER_LUC,F2,chew_herbivory,Forest,3,1.1776,16.832266666666666,6.99608688075284
BER_LUC,F3,sap_miner_herbivory,Forest,1,0,13.610222222222221,0
BER_LUC,F3,sap_miner_herbivory,Forest,2,0.30927777777777776,17.432055555555557,1.774189950187553
BER_LUC,F3,chew_herbivory,Forest,1,0.37025925925925923,13.610222222222221,2.72044977086939
BER_LUC,F3,chew_herbivory,Forest,2,0.2857222222222222,17.432055555555557,1.6390621364854654
BER_LUC,F4,sap_miner_herbivory,Forest,1,0.4277391304347826,12.159478260869566,3.517742466066908
BER_LUC,F4,sap_miner_herbivory,Forest,2,0.7105,17.055214285714285,4.165881402001064
BER_LUC,F4,sap_miner_herbivory,Forest,3,0.13652941176470587,15.077352941176471,0.9055264030587362
BER_LUC,F4,chew_herbivory,Forest,1,1.0436956521739131,12.159478260869566,8.583391735915443
BER_LUC,F4,chew_herbivory,Forest,2,1.7236428571428573,17.055214285714285,10.106251544353844
BER_LUC,F4,chew_herbivory,Forest,3,0.15676470588235294,15.077352941176471,1.0397362620213408
